Order	Clone	om	Start	End
1003	RP11-564A8	1	207021317	207213881
1007	RP11-385M4	1	209272027	209445943
3171	RP11-354K1	1	211792985	211838128
1011	RP11-286E7	1	213237930	213414619
3175	RP11-434B7	1	213412620	213532828
1015	RP11-323K10	1	215073550	215164831
3179	RP11-438G15	1	215619444	215691989
1019	RP11-66M7	1	217143318	217307243
3183	RP11-241C9	1	217305244	217406785
1718	RP11-224O19	1	218465977	218638420
1023	RP11-392O17	1	219414235	219591283
2624	RP11-492K2	1	219476192	219676628
464	RP11-332J14	1	220632058	220799403
2628	RP11-308L13	1	221827690	221852931
2632	RP11-239E10	1	223286310	223467775
472	RP11-105I12	1	223823807	223935219
2636	RP11-100E13	1	224696124	224859869
2640	RP11-375H24	1	227066617	227127517
480	RP11-276J4	1	227583288	227741105
2848	RP4-799G3	1	228888675	229016313
688	RP4-679K16	1	229598664	229623732
2644	RP11-99J16	1	230891101	230942629
484	RP11-87P4	1	232717828	232855448
3164	RP11-528D17	1	233634141	233747560
3168	RP11-214M7	1	237475577	237659125
1008	RP11-433N10	1	238572691	238597991
3172	RP11-359A17	1	239524779	239714287
1012	RP11-80B9	1	240890889	241064522
3176	RP11-553N16	1	241935720	242079686
1020	RP11-399B15	1	245155672	245364768
2625	RP11-438H8	1	247947194	248114424
1375	GS-167-K11	1	0	0
1377	GS-160-H23	1	0	0
3539	GS-8-L3	2	0	0
3541	GS-892-G20	2	0	0
1163	RP11-168K7	2	1633836	1804280
4313	RP11-168K7	2	1633836	1804280
3931	RP11-352J11	2	2271126	2411010
1241	RP11-327H5	2	3943642	4149074
1552	RP11-327H5	2	3943642	4149074
1865	RP11-292A20	2	4801849	4960122
3407	RP11-350H23	2	5846795	6036728
2171	RP11-485O17	2	6730817	6821043
1833	RP11-16D24	2	7792111	7910603
2131	RP11-16D24	2	7792111	7910603
1362	RP11-542B5	2	8114521	8239591
1735	RP11-434B12	2	8688486	8863918
2484	RP11-214N9	2	9670825	9767659
648	RP11-83M8	2	10272495	10475544
3387	RP11-345J13	2	11233412	11291045
1226	RP11-333O1	2	12783039	12986556
293	RP11-132H1	2	13583573	13719394
3326	RP11-163G14	2	14605922	14775729
825	RP11-136K18	2	14931378	14934888
2019	RP11-247H16	2	15202189	15291259
4306	RP11-247H16	2	15202189	15291259
1199	RP11-355H10	2	16014778	16211737
4070	RP11-549D18	2	16382469	16572162
4192	RP11-262D22	2	17257821	17267038
2058	RP11-111J6	2	18626604	18803293
2135	RP11-17L8	2	20174378	20352056
3422	RP11-17L8	2	20174378	20352056
3412	RP11-23F10	2	21473960	21516155
311	RP11-368O18	2	22558140	22764111
2929	RP11-560C7	2	23145063	23327513
761	RP11-557N21	2	23870097	24028292
3627	RP11-557N21	2	23870097	24028292
3335	RP11-169L20	2	24851473	25020177
306	RP11-404P12	2	25843463	26017356
3666	RP11-106G13	2	26967697	27134687
843	RP11-373D23	2	28560953	28718617
3925	RP11-328L16	2	29407608	29598256
1151	RP11-540E17	2	31603422	31605947
3843	RP11-559D11	2	32630123	32796421
2012	RP11-258F20	2	33173493	33356336
1492	RP11-257N21	2	34357572	34549913
4310	RP11-257N21	2	34357572	34549913
3857	RP11-153O16	2	35167661	35257709
1333	RP11-288C18	2	37051500	37132047
3867	RP11-173C1	2	39153764	39334208
2477	RP11-395B14	2	39685766	39837921
4286	RP11-457F14	2	40493195	40672538
1342	RP11-299C5	2	42480290	42663240
1272	RP11-24I5	2	44420198	44587010
2127	RP11-421J10	2	45400269	45578979
435	RP11-27C22	2	46040314	46231526
4214	RP11-110G2	2	46251567	46443319
3741	RP11-436K12	2	47702138	47839287
2510	RP5-960D23	2	47920231	48044246
2165	RP11-460M2	2	49449059	49658363
4150	RP11-5M9	2	50545439	50707210
1344	RP11-319N5	2	50579125	50694753
3016	RP11-389K20	2	52192189	52378320
1234	RP11-335O22	2	52339761	52519708
2411	RP11-7H13	2	53050454	53247581
3527	RP11-508L23	2	53940253	54053241
971	RP11-30C22	2	54955658	55063893
1173	RP11-152O18	2	55938585	55942724
546	RP11-481J13	2	56348546	56490382
3766	RP11-201J10	2	57284531	57441348
4223	RP11-201J10	2	57284531	57441348
1249	RP11-422B1	2	0	0
2024	RP11-260K8	2	59105825	59287844
2121	RP11-440P5	2	60699590	60834598
1719	RP11-373L24	2	61073681	61280740
14	RP11-479F13	2	61433080	61525163
2257	RP11-52F10	2	62741995	62889248
4188	RP11-261A24	2	63385964	63486068
2922	RP11-568N6	2	64624766	64822853
1481	RP11-263L17	2	65733293	65892391
233	RP11-554F14	2	66540604	66723066
2814	RP11-67K11	2	68153734	68307621
1327	RP11-304A15	2	69006746	69170740
2095	RP11-304A15	2	69006746	69170740
864	RP11-245N4	2	70521018	70658854
3613	CTB-1011K1	2	71023979	71024480
545	RP11-467P9	2	71260430	71429685
1782	RP11-343N14	2	72393835	72575050
1569	RP11-434P11	2	73816995	74030067
257	RP11-1P9	2	74481918	74571270
1230	RP11-335E8	2	76319546	76503299
4065	RP11-535E19	2	77278037	77340292
2955	RP11-9O10	2	78099552	78126388
4267	RP11-419E14	2	78886138	79073603
1	RP11-458O14	2	79966267	80066887
1323	RP11-303I4	2	80804126	80955167
2091	RP11-303I4	2	80804126	80955167
2035	RP11-89C12	2	81765460	81910018
559	RP11-495B16	2	82758168	82860954
4067	RP11-513O19	2	85660165	85834954
4038	RP11-301O19	2	86278976	86447697
3500	RP11-316G9	2	89924510	90135448
432	RP11-34G16	2	96312034	96497813
274	RP11-139J6	2	96766559	96787400
1780	RP11-363D14	2	97167605	97234064
3721	RP11-363D14	2	97167605	97234064
1366	RP11-542D13	2	98106186	98334507
4058	RP11-547F10	2	98645520	98832818
417	RP11-38C17	2	99745610	99813089
4074	RP11-549H5	2	100588792	100759365
2928	RP11-30G7	2	100759366	100907375
1862	RP11-299H21	2	101705479	101911054
4270	RP11-451C2	2	102618334	102663946
3007	RP11-373G23	2	103346535	103525498
2114	RP11-451G1	2	104449901	104615419
1239	RP11-350B7	2	105545830	105681001
4064	RP11-526D2	2	106483787	106645672
1360	RP11-519H15	2	107480904	107668852
234	RP11-566O4	2	109746747	109953337
1589	RP11-438K19	2	111775301	111956798
2467	RP11-368A17	2	113375186	113513863
560	RP11-504G11	2	115851935	116013834
2542	RP11-412A2	2	116077094	116219766
1246	RP11-339P1	2	116664431	116798293
2813	RP11-59P4	2	117446292	117632090
1546	RP11-425F6	2	118370570	118575203
1588	RP11-425F6	2	118370570	118575203
1790	RP11-19E11	2	119565775	119689813
659	RP11-77A13	2	119689814	119833055
99	RP11-69O6	2	121987648	122157459
2703	RP11-490M17	2	123189380	123233752
4227	RP11-202H24	2	123233753	123273684
1338	RP11-298E18	2	0	0
958	RP11-48K7	2	127463849	127537413
3696	RP11-207G14	2	129936522	130082853
2588	RP11-32C20	2	130701565	130866975
3531	RP11-510C1	2	131448101	131590501
4224	RP11-209H16	2	131781483	131952553
1796	RP11-24O13	2	132276587	132278580
2417	RP11-1L22	2	133281120	133283113
1498	RP11-105K20	2	133796626	133972259
4191	RP11-250H22	2	134075106	134242731
3737	RP11-436E24	2	134937840	135118884
2096	RP11-355I13	2	137159081	137370829
3943	RP11-355I13	2	137159081	137370829
858	RP11-414I8	2	137650514	137822343
113	RP11-58C7	2	138408698	138495909
2964	RP11-12M21	2	139813150	139979291
385	RP11-279M2	2	141746849	141845557
1321	RP11-285H23	2	144872286	145061404
1289	RP11-3P4	2	148211291	148372475
1769	RP11-329H24	2	150457652	150658560
110	RP11-62P16	2	150894902	151071395
4035	RP11-311L3	2	152117707	152278131
2130	RP11-458J7	2	152720010	152903564
4062	RP11-547P13	2	153841912	154041478
1271	RP11-21L17	2	154718948	154872798
3653	RP11-266L10	2	155819304	155877607
1530	RP11-228F17	2	156811700	156869931
1372	RP11-522N18	2	157343854	157468393
4034	RP11-301K6	2	158456488	158621588
225	RP11-552E1	2	159400579	159592797
1252	RP11-23H14	2	160980031	161148047
4285	RP11-440P12	2	161888218	162059898
2383	RP11-576I16	2	162974656	163138136
798	RP11-5J4	2	164457609	164532664
4221	RP11-218M2	2	166063959	166129929
2953	RP11-2I8	2	166801848	166989913
2992	RP11-125M15	2	167737597	167933962
784	RP11-11N16	2	169191372	169381636
3481	RP11-285F23	2	169498510	169686872
1832	RP11-141H20	2	170081180	170245319
221	RP11-551O2	2	170115653	170227019
3623	RP11-551O2	2	170115653	170227019
3012	RP11-389F18	2	170762840	170982015
2011	RP11-244E6	2	171372679	171552900
3316	RP11-176L20	2	172426338	172561151
3942	RP11-343H10	2	173460507	173617340
1154	RP11-158L8	2	174288813	174422564
2718	RP11-483E17	2	175341521	175523183
3684	RP11-205B19	2	176270150	176437125
1713	RP11-157E8	2	177343834	177497252
2031	RP11-250N10	2	178371633	178543847
2802	RP11-65L3	2	179258138	179430765
1901	RP11-535B12	2	180237108	180407724
301	RP11-391P1	2	180623151	180773401
2720	RP11-504G5	2	182108844	182279625
421	RP11-38H6	2	183437700	183601629
2938	RP11-571N13	2	184721444	184758993
1784	RP11-363K21	2	185431816	185624323
1830	RP11-29E4	2	186087811	186293000
857	RP11-400O18	2	186614448	186718111
839	RP11-372A6	2	187702148	187909071
4249	RP11-372A6	2	187702148	187909071
2980	RP11-123G24	2	188488987	188648941
1680	RP11-172N20	2	189147514	189317441
2118	RP11-455J20	2	190572315	190656425
3609	RP11-1021H16	2	190656426	190760561
2074	RP11-235L22	2	190760562	190865891
2030	RP11-284E5	2	191453715	191646529
649	RP11-59L22	2	193206674	193368514
3944	RP11-363G3	2	194062068	194228008
2401	RP11-1A1	2	195523560	195703510
3751	RP11-1A1	2	195523560	195703510
1157	RP11-149P12	2	196118668	196285953
3863	RP11-172B9	2	198074735	198129108
815	RP11-115H23	2	198545605	198588110
4277	RP11-439M9	2	199107835	199305746
3525	RP11-530J6	2	200281517	200411579
3978	RP11-23F11	2	200303835	200500827
1412	RP3-417E16	2	200886991	200971948
3075	RP11-13J8	2	201879009	201974082
1863	RP11-309N8	2	202492034	202630304
1773	RP11-329O10	2	203657362	203672108
3291	RP11-507C18	2	205006986	205206940
1789	RP11-15J24	2	205466575	205639051
1233	RP11-325M10	2	206346113	206534175
553	RP11-470J24	2	207138713	207286174
2438	RP11-140C4	2	209006792	209168280
2178	RP11-479L11	2	210243427	210441966
1827	RP11-92L12	2	210459403	210623487
841	RP11-396J8	2	210919665	211111768
4030	RP11-300D24	2	212182057	212329393
769	RP11-560C24	2	213452728	213636953
3662	RP11-105N14	2	214004908	214163939
3710	RP11-427F22	2	215041970	215197227
4272	RP11-427F22	2	215041970	215197227
1179	RP11-307A11	2	217355771	217515980
1351	RP11-506C8	2	217515780	217695639
3413	RP11-423F9	2	218089382	218301931
2456	RP11-378A13	2	219118848	219310403
4063	RP11-512O7	2	220528667	220723424
1570	RP11-444B5	2	221626924	221711820
119	RP11-71J24	2	222785046	222965815
3289	RP11-397D2	2	223147059	223304395
250	RP11-3I22	2	223481032	223585557
2381	RP11-551D18	2	224309813	224439165
3512	RP11-516C4	2	225847911	226031144
1597	RP11-86O17	2	226921290	227031126
3655	RP11-86O17	2	226921290	227031126
4236	RP11-211K17	2	227331544	227495043
3317	RP11-149O3	2	228658451	228831795
107	RP11-70L16	2	229608338	229726716
4290	RP11-457P23	2	230678712	230879094
4271	RP11-419H23	2	232079655	232256184
978	RP11-52C8	2	232717384	232831666
2148	RP11-52C8	2	232717384	232831666
1512	RP11-91N19	2	233279036	233435548
3611	RP11-534J17	2	234328808	234436419
4057	RP11-534J17	2	234328808	234436419
1477	RP11-263G22	2	234928316	235037027
4314	RP11-263G22	2	234928316	235037027
2816	RP11-84G18	2	236322371	236510755
2168	RP11-497D24	2	238586923	238798997
3953	RP11-15L18	2	239257974	239426490
1894	RP11-546M8	2	240332888	240475507
9	RP11-463B12	2	240911276	241082695
1381	GS-1011-O17	2	0	0
3536	RG-172-I13	2	0	0
3545	GS-1186-B18	#N/A	0	0
1935	RG-228-K22	#N/A	0	0
660	RP11-86C13	3	793338	983276
3661	RP11-97C16	3	3142275	3299532
4216	RP11-95E11	3	3159172	3329965
2404	RP11-10H6	3	3181042	3351580
67	RP11-183N22	3	4517889	4518650
4242	RP11-238A9	3	4587897	4677965
2445	RP11-129J10	3	5150758	5205955
2592	RP11-33E18	3	5526957	5721842
2537	RP11-277D17	3	6620704	6661734
1714	RP11-167K17	3	6774027	6967291
3625	CTB-1114A6	3	7523176	7562606
3929	RP11-329A2	3	7659301	7785384
3658	RP11-105K13	3	8894825	9062105
2113	RP11-439F4	3	9828852	10018473
2093	RP11-382A21	3	10091548	10092175
3030	RP11-382A21	3	10091548	10092175
1739	RP11-438J1	3	10162483	10372535
2044	RP11-94A14	3	10638350	10813431
1804	RP11-25C10	3	12445266	12615814
3346	RP11-163D23	3	12615779	12760990
1698	RP11-165B2	3	13822746	13989636
1336	RP11-316A10	3	14911270	15071971
1335	RP11-305L22	3	15653041	15789875
1488	RP11-255O19	3	15805354	15965638
2280	RP11-80D24	3	17206362	17370266
259	RP11-8D23	3	17839947	17985790
961	RP11-44M22	3	19361531	19519332
955	RP11-27J5	3	20661011	20853580
1176	RP11-180N14	3	21339354	21509062
3434	RP11-16E8	3	21599256	21767233
1540	RP11-208G16	3	22397625	22539817
2043	RP11-89F18	3	23429800	23600747
1266	RP11-18L17	3	24192255	24336438
4287	RP11-421F9	3	25472983	25543542
4241	RP11-226E22	3	26742999	26907786
789	RP11-2G22	3	27374560	27556279
2420	RP11-11L6	3	28670908	28849354
1185	RP11-30G4	3	28838259	28991848
2049	RP11-103N21	3	29935384	30043474
658	RP11-69K20	3	30300507	30472589
1177	RP11-7I16	3	30729311	30730066
438	RP11-48E16	3	31659817	31837069
4056	RP11-524O15	3	32497736	32675838
109	RP11-56P22	3	35006193	35156133
308	RP11-380G10	3	35615140	35791131
2977	RP11-134C18	3	36587362	36769614
4293	RP11-134C18	3	36587362	36769614
3897	RP11-129K12	3	36891834	37061146
2707	RP11-491D6	3	37061147	37161517
1777	RP11-331G2	3	39162069	39336653
2806	RP11-66G8	3	39749375	39861463
1580	RP11-424L2	3	41011830	41180568
2105	RP11-424L2	3	41011830	41180568
1353	RP11-527M19	3	41197077	41379715
3569	RP4-613B23	3	42654192	42809966
3758	RP11-189H19	3	44592481	44762882
3876	RP11-189H19	3	44592481	44762882
2431	RP11-111P21	3	45463193	45522974
1504	RP11-91E8	3	46061462	46118396
1948	RP4-544D10	3	47320525	47409741
2741	RP11-88B8	3	47885079	48018743
2504	RP1-289H18	3	48105479	48233882
3424	RP11-24C3	3	48382030	48537499
242	RP11-3B7	3	49281496	49418334
108	RP11-78O10	3	49868914	50031852
89	RP11-89f17	3	51415557	51584055
4203	RP11-89F17	3	51415557	51584055
2727	RP11-314A5	3	51816913	51952129
2728	RP11-447A21	3	52581252	52767985
1030	RP5-966M1	3	52767986	52864772
630	RP11-122d19	3	54032349	54213409
2972	RP11-122D19	3	54032349	54213409
2397	RP11-554O1	3	54648543	54803897
2801	RP11-58O15	3	55634996	55822541
276	RP11-120C2	3	57365248	57399969
3694	RP11-229A12	3	57395394	57559893
120	RP11-80H18	3	58174163	58352172
1695	RP11-170K19	3	59726302	59900910
2786	RP11-94d19	3	60781856	60952039
4208	RP11-94D19	3	60781856	60952039
2487	RP11-154D3	3	62041707	62207555
1606	RP11-204J18	3	62215572	62372154
2079	RP11-204J18	3	62215572	62372154
1518	RP11-108A8	3	63279881	63421281
783	RP11-9A1	3	64223654	64382719
3960	RP11-24O17	3	66807448	66936204
2272	RP11-79C12	3	67926007	68063689
3640	RP11-253K11	3	68390048	68563335
3333	RP11-152N21	3	69335267	69458479
2432	RP11-118O11	3	70658944	70710215
3861	RP11-154H23	3	71540266	71733818
3532	RP11-522N9	3	72374592	72550810
1476	RP11-252O10	3	73381256	73529418
1802	RP11-20B7	3	73772208	73943313
260	RP11-11L10	3	74151406	74308544
4071	RP11-514J23	3	76227618	76395262
4229	RP11-220O14	3	77569847	77571854
1809	RP11-16M12	3	78313070	78482296
1785	RP11-333I20	3	78850162	79014444
3720	RP11-333I20	3	78850162	79014444
423	RP11-26H10	3	80051059	80214427
1367	RP11-510B7	3	80529160	80713228
4289	RP11-442C9	3	81566836	81657418
3706	RP11-425D6	3	81566842	81743635
3748	RP11-425D6	3	81566842	81743635
1528	RP11-206J21	3	82575105	82716783
2476	RP11-382L10	3	83729245	83839360
2721	RP11-474M18	3	84541152	84719184
3750	RP11-447J13	3	86007706	86185921
640	RP11-81P15	3	86961841	87141063
2773	RP11-81p15	3	86961841	87141063
4039	RP11-312H1	3	87487149	87647569
1511	RP11-88I7	3	94036932	94223730
788	RP11-12A13	3	94610500	94767779
796	RP11-12J13	3	95541550	95694170
3521	RP11-529P9	3	97041535	97232164
3685	RP11-214N20	3	97775849	97805529
2448	RP11-121C1	3	99008051	99062904
2443	RP11-114I8	3	99998011	100149687
3122	RP11-49I4	3	101510953	101661598
562	RP11-484I19	3	101720277	101895610
2094	RP11-484I19	3	101720277	101895610
1254	RP11-17H6	3	102660728	102691341
425	RP11-40M23	3	103698242	103865207
291	RP11-115B22	3	104332555	104488753
3664	RP11-91B3	3	105304381	105483809
2378	RP11-561O4	3	106790277	106982598
4204	RP11-93N14	3	108635370	108789719
1329	RP11-286P15	3	110093416	110208694
2462	RP11-402J7	3	111309009	111456906
778	RP11-572C15	3	112283964	112497677
3674	RP11-107J18	3	112497677	112501381
3639	RP11-239J2	3	113320741	113412342
3117	RP11-44J2	3	114056369	114215050
2277	RP11-58D2	3	114806072	114918197
4187	RP11-249J17	3	115567557	115627906
1884	RP11-324H4	3	116671172	116843866
3862	RP11-165B13	3	117601748	117675747
3855	RP11-169N13	3	119445791	119608883
3881	RP11-73F12	3	119608883	119722411
4156	RP11-767L7	3	119665590	119843900
1240	RP11-359H3	3	120170480	120365419
2182	RP11-480B17	3	120898244	121058551
4026	RP11-299J3	3	122004029	122149633
2122	RP11-457E6	3	122419063	122517927
791	RP11-9N20	3	123372744	123551919
3528	RP11-521J5	3	123755848	123951574
2279	RP11-71H17	3	124427788	124593858
1520	RP11-205A6	3	125951459	126000580
1868	RP11-321A2	3	126505001	126625931
645	RP11-59J16	3	127116770	127269355
2069	RP11-221E20	3	128511061	128575742
285	RP11-129J11	3	129976543	130133668
1352	RP11-517B11	3	131132318	131301959
3118	RP11-48F15	3	132339909	132476541
1508	RP11-91K8	3	133137425	133289070
3761	RP11-91K8	3	133137425	133289070
384	RP11-22E12	3	134360930	134529961
3676	RP11-91O5	3	135056456	135209716
1871	RP11-311K2	3	136265218	136265922
4263	RP11-311K2	3	136265218	136265922
4185	RP11-269A14	3	136749200	136934240
2421	RP11-2A4	3	137410433	137565453
2673	RP11-80p20	3	138065929	138213744
2084	RP11-349D24	3	139144037	139144791
3399	RP11-349D24	3	139144037	139144791
2039	RP11-89E16	3	139782670	139927768
2062	RP11-231L11	3	140691724	140845617
4234	RP11-235I18	3	141595725	141754823
80	RP11-160a13	3	142672123	142829635
3322	RP11-160A13	3	142672123	142829635
3866	RP11-165M11	3	143385558	143429882
2059	RP11-200O17	3	144402493	144530992
1507	RP11-88H10	3	145530721	145702133
368	RP11-21M4	3	146256556	146368744
16	RP11-500K7	3	147725488	147726002
2184	RP11-501O2	3	147830029	148030426
1227	RP11-345O2	3	148029187	148204235
4181	RP11-268J1	3	148857461	149024085
818	RP11-145F16	3	150025778	150196136
3632	RP11-251C9	3	150617582	150797078
2410	RP11-3F11	3	151517711	151687899
420	RP11-30J14	3	151662234	151831923
2798	RP11-64O13	3	151691270	151840044
1772	RP11-362A9	3	152019577	152215006
3717	RP11-362A9	3	152019577	152215006
1479	RP11-240G5	3	152288519	152432518
2073	RP11-223L18	3	153473061	153604202
827	RP11-117L15	3	155161372	155327362
4218	RP11-111F10	3	155632549	155803498
243	RP11-6F2	3	156695106	156840621
94	RP11-209h21	3	159243729	159420392
2064	RP11-209H21	3	159243729	159420392
3770	RP11-209H21	3	159243729	159420392
646	RP11-67F24	3	159662005	159838112
4235	RP11-203L15	3	160561956	160704082
2172	RP11-498P15	3	162049630	162165400
1593	RP11-81E19	3	164589908	164754373
2800	RP11-81E19	3	164589908	164754373
547	RP11-491K7	3	165480124	165597524
75	RP11-264d7	3	167193503	167205227
3645	RP11-264D7	3	167193503	167205227
317	RP11-395F21	3	168063809	168249461
3337	RP11-3K16	3	169251520	169449350
4164	RP11-816J6	3	169447253	169494853
1557	RP11-362K14	3	169494854	169618340
3940	RP11-362K14	3	169494854	169618340
