Order	Clone	om	Start	End
1003	RP11-564A8	1	206847972	207040536
1007	RP11-385M4	1	209098682	209272598
3171	RP11-354K1	1	211619643	211664786
1011	RP11-286E7	1	213064588	213241276
3175	RP11-434B7	1	213239277	213359485
1015	RP11-323K10	1	214900207	214991488
3179	RP11-438G15	1	215446101	215518646
1019	RP11-66M7	1	216969976	217133901
3183	RP11-241C9	1	217131902	217233443
1718	RP11-224O19	1	218292635	218465078
1023	RP11-392O17	1	219240893	219417941
2624	RP11-492K2	1	219302850	219503286
464	RP11-332J14	1	220458716	220626061
2628	RP11-308L13	1	221654348	221679589
2632	RP11-239E10	1	223112968	223294433
472	RP11-105I12	1	223636105	223747517
2636	RP11-100E13	1	224508422	224672167
2640	RP11-375H24	1	226878916	226939816
480	RP11-276J4	1	227395587	227553404
2848	RP4-799G3	1	228752928	228880566
688	RP4-679K16	1	229462917	229487985
2644	RP11-99J16	1	230755355	230806883
484	RP11-87P4	1	232582082	232719702
3164	RP11-528D17	1	233498395	233611814
3168	RP11-214M7	1	237312277	237495825
1008	RP11-433N10	1	238409391	238434691
3172	RP11-359A17	1	239361479	239550987
1012	RP11-80B9	1	240727589	240901222
3176	RP11-553N16	1	241772418	241916384
1020	RP11-399B15	1	244992370	245201466
2625	RP11-438H8	1	247783892	247951122
1375	GS-167-K11	1	0	0
1377	GS-160-H23	1	0	0
3539	GS-8-L3	2	0	0
3541	GS-892-G20	2	0	0
1163	RP11-168K7	2	1630064	1800508
4313	RP11-168K7	2	1630064	1800508
3931	RP11-352J11	2	2267354	2407238
1241	RP11-327H5	2	3896052	4101483
1552	RP11-327H5	2	3896052	4101483
1865	RP11-292A20	2	4754259	4912532
3407	RP11-350H23	2	5706663	5896596
2171	RP11-485O17	2	6590685	6680911
1833	RP11-16D24	2	7651980	7770472
2131	RP11-16D24	2	7651980	7770472
1362	RP11-542B5	2	7974390	8099461
1735	RP11-434B12	2	8548356	8723788
2484	RP11-214N9	2	9530696	9627530
648	RP11-83M8	2	10132368	10335418
3387	RP11-345J13	2	11093286	11150919
1226	RP11-333O1	2	12642913	12846430
293	RP11-132H1	2	13443448	13579269
3326	RP11-163G14	2	14465798	14635605
825	RP11-136K18	2	14791254	14794764
2019	RP11-247H16	2	15062065	15151135
4306	RP11-247H16	2	15062065	15151135
1199	RP11-355H10	2	15874654	16071615
4070	RP11-549D18	2	16201201	16390894
4192	RP11-262D22	2	17076554	17085771
2058	RP11-111J6	2	18445338	18622027
2135	RP11-17L8	2	19974617	20152295
3422	RP11-17L8	2	19974617	20152295
3412	RP11-23F10	2	21251088	21293283
311	RP11-368O18	2	22335268	22541239
2929	RP11-560C7	2	22922191	23104642
761	RP11-557N21	2	23647227	23805422
3627	RP11-557N21	2	23647227	23805422
3335	RP11-169L20	2	24628604	24797308
306	RP11-404P12	2	25620594	25794487
3666	RP11-106G13	2	26744829	26911819
843	RP11-373D23	2	28338086	28495750
3925	RP11-328L16	2	29184742	29375390
1151	RP11-540E17	2	31380556	31383081
3843	RP11-559D11	2	32405055	32571354
2012	RP11-258F20	2	32948426	33131269
1492	RP11-257N21	2	34132505	34324846
4310	RP11-257N21	2	34132505	34324846
3857	RP11-153O16	2	34942594	35032642
1333	RP11-288C18	2	36824357	36904904
3867	RP11-173C1	2	38926623	39107067
2477	RP11-395B14	2	39458625	39610781
4286	RP11-457F14	2	40266055	40445398
1342	RP11-299C5	2	42253150	42436100
1272	RP11-24I5	2	44193059	44359871
2127	RP11-421J10	2	45173130	45351840
435	RP11-27C22	2	45813175	46004387
4214	RP11-110G2	2	46024428	46216180
3741	RP11-436K12	2	47474999	47612148
2510	RP5-960D23	2	47693092	47817107
2165	RP11-460M2	2	49221920	49431225
4150	RP11-5M9	2	50318301	50480072
1344	RP11-319N5	2	50351987	50467615
3016	RP11-389K20	2	51965051	52151182
1234	RP11-335O22	2	52112623	52292570
2411	RP11-7H13	2	52823316	53020443
3527	RP11-508L23	2	53713116	53826104
971	RP11-30C22	2	54728521	54836756
1173	RP11-152O18	2	55711450	55715589
546	RP11-481J13	2	56121411	56263247
3766	RP11-201J10	2	57057396	57214213
4223	RP11-201J10	2	57057396	57214213
1249	RP11-422B1	2	0	0
2024	RP11-260K8	2	58878690	59060709
2121	RP11-440P5	2	60472455	60607463
1719	RP11-373L24	2	60846546	61053605
14	RP11-479F13	2	61205945	61298028
2257	RP11-52F10	2	62514860	62662113
4188	RP11-261A24	2	63158829	63258933
2922	RP11-568N6	2	64397632	64595719
1481	RP11-263L17	2	65506159	65665257
233	RP11-554F14	2	66313472	66495934
2814	RP11-67K11	2	67926602	68080489
1327	RP11-304A15	2	68779614	68943608
2095	RP11-304A15	2	68779614	68943608
864	RP11-245N4	2	70293886	70431722
3613	CTB-1011K1	2	70796847	70797348
545	RP11-467P9	2	71033300	71202555
1782	RP11-343N14	2	72166706	72347921
1569	RP11-434P11	2	73589868	73802940
257	RP11-1P9	2	74254791	74344143
1230	RP11-335E8	2	76092420	76276173
4065	RP11-535E19	2	77050911	77113166
2955	RP11-9O10	2	77872426	77899262
4267	RP11-419E14	2	78659012	78846477
1	RP11-458O14	2	79739141	79839761
1323	RP11-303I4	2	80577001	80728042
2091	RP11-303I4	2	80577001	80728042
2035	RP11-89C12	2	81538336	81682894
559	RP11-495B16	2	82531044	82633830
4067	RP11-513O19	2	85433042	85607831
4038	RP11-301O19	2	86051853	86220574
3500	RP11-316G9	2	89885700	90096606
432	RP11-34G16	2	95646286	95832065
274	RP11-139J6	2	96100811	96121661
1780	RP11-363D14	2	96501868	96568327
3721	RP11-363D14	2	96501868	96568327
1366	RP11-542D13	2	97489619	97718044
4058	RP11-547F10	2	98029057	98216355
417	RP11-38C17	2	99129147	99196626
4074	RP11-549H5	2	99972330	100142903
2928	RP11-30G7	2	100142904	100290913
1862	RP11-299H21	2	101089017	101294592
4270	RP11-451C2	2	102001872	102047485
3007	RP11-373G23	2	102730076	102909040
2114	RP11-451G1	2	103833443	103998961
1239	RP11-350B7	2	104929372	105064543
4064	RP11-526D2	2	105867331	106029216
1360	RP11-519H15	2	106864448	107052396
234	RP11-566O4	2	109130291	109336881
1589	RP11-438K19	2	111017724	111199221
2467	RP11-368A17	2	112617609	112756286
560	RP11-504G11	2	115094358	115256258
2542	RP11-412A2	2	115319518	115462190
1246	RP11-339P1	2	115906855	116040717
2813	RP11-59P4	2	116688716	116874514
1546	RP11-425F6	2	117612994	117817627
1588	RP11-425F6	2	117612994	117817627
1790	RP11-19E11	2	118808199	118932237
659	RP11-77A13	2	118932238	119075479
99	RP11-69O6	2	121230072	121399883
2703	RP11-490M17	2	122431804	122476176
4227	RP11-202H24	2	122476177	122516108
1338	RP11-298E18	2	0	0
958	RP11-48K7	2	126706273	126779837
3696	RP11-207G14	2	129178949	129325280
2588	RP11-32C20	2	129943992	130109402
3531	RP11-510C1	2	130690528	130832928
4224	RP11-209H16	2	131023910	131194980
1796	RP11-24O13	2	131519014	131521007
2417	RP11-1L22	2	132523547	132525540
1498	RP11-105K20	2	133039053	133214687
4191	RP11-250H22	2	133317534	133485160
3737	RP11-436E24	2	134180269	134361313
2096	RP11-355I13	2	136401511	136613259
3943	RP11-355I13	2	136401511	136613259
858	RP11-414I8	2	136892944	137064773
113	RP11-58C7	2	137651128	137738339
2964	RP11-12M21	2	139055580	139221721
385	RP11-279M2	2	140989280	141087988
1321	RP11-285H23	2	144114719	144303837
1289	RP11-3P4	2	147453723	147614907
1769	RP11-329H24	2	149601138	149802046
110	RP11-62P16	2	150038388	150214881
4035	RP11-311L3	2	151261193	151421617
2130	RP11-458J7	2	151863496	152047050
4062	RP11-547P13	2	152985398	153184964
1271	RP11-21L17	2	153862435	154016285
3653	RP11-266L10	2	154962792	155021095
1530	RP11-228F17	2	155955188	156013419
1372	RP11-522N18	2	156487342	156611881
4034	RP11-301K6	2	157599976	157765076
225	RP11-552E1	2	158544067	158736285
1252	RP11-23H14	2	160123520	160291536
4285	RP11-440P12	2	161031707	161203387
2383	RP11-576I16	2	162118146	162281626
798	RP11-5J4	2	163601099	163676154
4221	RP11-218M2	2	165207449	165273419
2953	RP11-2I8	2	165945338	166133403
2992	RP11-125M15	2	166881087	167077452
784	RP11-11N16	2	168334862	168525126
3481	RP11-285F23	2	168642000	168830362
1832	RP11-141H20	2	169224670	169388809
221	RP11-551O2	2	169259143	169370509
3623	RP11-551O2	2	169259143	169370509
3012	RP11-389F18	2	169906330	170125505
2011	RP11-244E6	2	170516169	170696390
3316	RP11-176L20	2	171569828	171704641
3942	RP11-343H10	2	172595779	172752612
1154	RP11-158L8	2	173424085	173557836
2718	RP11-483E17	2	174476793	174658455
3684	RP11-205B19	2	175405422	175572397
1713	RP11-157E8	2	176479106	176632524
2031	RP11-250N10	2	177506905	177679119
2802	RP11-65L3	2	178393411	178566038
1901	RP11-535B12	2	179372381	179542997
301	RP11-391P1	2	179758424	179908674
2720	RP11-504G5	2	181244117	181414898
421	RP11-38H6	2	182572973	182736902
2938	RP11-571N13	2	183856717	183894266
1784	RP11-363K21	2	184567089	184759596
1830	RP11-29E4	2	185223084	185428273
857	RP11-400O18	2	185749721	185853384
839	RP11-372A6	2	186837421	187044344
4249	RP11-372A6	2	186837421	187044344
2980	RP11-123G24	2	187624260	187784214
1680	RP11-172N20	2	188282787	188452714
2118	RP11-455J20	2	189707589	189791699
3609	RP11-1021H16	2	189791700	189895835
2074	RP11-235L22	2	189895836	190001165
2030	RP11-284E5	2	190588989	190781803
649	RP11-59L22	2	192341948	192503788
3944	RP11-363G3	2	193197342	193363283
2401	RP11-1A1	2	194658836	194838786
3751	RP11-1A1	2	194658836	194838786
1157	RP11-149P12	2	195253944	195421229
3863	RP11-172B9	2	197210011	197264384
815	RP11-115H23	2	197680881	197723386
4277	RP11-439M9	2	198243111	198441022
3525	RP11-530J6	2	199416794	199546856
3978	RP11-23F11	2	199439112	199636104
1412	RP3-417E16	2	200022268	200107225
3075	RP11-13J8	2	201014286	201109359
1863	RP11-309N8	2	201627311	201765581
1773	RP11-329O10	2	202792639	202807385
3291	RP11-507C18	2	204142263	204342217
1789	RP11-15J24	2	204601852	204774328
1233	RP11-325M10	2	205481389	205669451
553	RP11-470J24	2	206273989	206421450
2438	RP11-140C4	2	208142068	208303556
2178	RP11-479L11	2	209378703	209577242
1827	RP11-92L12	2	209594679	209758763
841	RP11-396J8	2	210054941	210247044
4030	RP11-300D24	2	211317332	211464668
769	RP11-560C24	2	212588004	212772229
3662	RP11-105N14	2	213140184	213299215
3710	RP11-427F22	2	214177246	214332503
4272	RP11-427F22	2	214177246	214332503
1179	RP11-307A11	2	216491048	216651257
1351	RP11-506C8	2	216651057	216830916
3413	RP11-423F9	2	217224659	217437208
2456	RP11-378A13	2	218254125	218445680
4063	RP11-512O7	2	219663945	219858703
1570	RP11-444B5	2	220762204	220847100
119	RP11-71J24	2	221920327	222101096
3289	RP11-397D2	2	222282340	222439676
250	RP11-3I22	2	222616313	222720838
2381	RP11-551D18	2	223445095	223574447
3512	RP11-516C4	2	224983194	225166427
1597	RP11-86O17	2	226056574	226166410
3655	RP11-86O17	2	226056574	226166410
4236	RP11-211K17	2	226466828	226630327
3317	RP11-149O3	2	227793735	227967079
107	RP11-70L16	2	228743622	228862000
4290	RP11-457P23	2	229813996	230014378
4271	RP11-419H23	2	231214942	231391473
978	RP11-52C8	2	231852674	231966956
2148	RP11-52C8	2	231852674	231966956
1512	RP11-91N19	2	232414326	232570838
3611	RP11-534J17	2	233420162	233527773
4057	RP11-534J17	2	233420162	233527773
1477	RP11-263G22	2	234019672	234128383
4314	RP11-263G22	2	234019672	234128383
2816	RP11-84G18	2	235413727	235602111
2168	RP11-497D24	2	237678280	237890355
3953	RP11-15L18	2	238349333	238517849
1894	RP11-546M8	2	239411194	239553813
9	RP11-463B12	2	239971859	240143278
1381	GS-1011-O17	2	0	0
3536	RG-172-I13	2	0	0
3545	GS-1186-B18	3	0	0
1935	RG-228-K22	3	0	0
660	RP11-86C13	3	751655	941592
3661	RP11-97C16	3	3100591	3257848
4216	RP11-95E11	3	3117488	3288281
2404	RP11-10H6	3	3139358	3309896
67	RP11-183N22	3	4476205	4476966
4242	RP11-238A9	3	4546213	4636281
2445	RP11-129J10	3	5109073	5164270
2592	RP11-33E18	3	5485270	5680155
2537	RP11-277D17	3	6579017	6620047
1714	RP11-167K17	3	6732340	6925604
3625	CTB-1114A6	3	7481489	7520919
3929	RP11-329A2	3	7617614	7743697
3658	RP11-105K13	3	8853141	9020421
2113	RP11-439F4	3	9787168	9976789
2093	RP11-382A21	3	10049864	10050491
3030	RP11-382A21	3	10049864	10050491
1739	RP11-438J1	3	10120799	10330851
2044	RP11-94A14	3	10596665	10771746
1804	RP11-25C10	3	12403767	12574315
3346	RP11-163D23	3	12574280	12719491
1698	RP11-165B2	3	13781249	13948136
1336	RP11-316A10	3	14869763	15030464
1335	RP11-305L22	3	15611534	15748368
1488	RP11-255O19	3	15763847	15924131
2280	RP11-80D24	3	17164870	17328774
259	RP11-8D23	3	17798455	17944298
961	RP11-44M22	3	19320039	19477840
955	RP11-27J5	3	20619519	20812088
1176	RP11-180N14	3	21297862	21467570
3434	RP11-16E8	3	21557764	21725741
1540	RP11-208G16	3	22356134	22498326
2043	RP11-89F18	3	23388309	23559256
1266	RP11-18L17	3	24150764	24294947
4287	RP11-421F9	3	25431492	25502051
4241	RP11-226E22	3	26701508	26866295
789	RP11-2G22	3	27333069	27514788
2420	RP11-11L6	3	28629417	28807863
1185	RP11-30G4	3	28796768	28950357
2049	RP11-103N21	3	29893893	30001983
658	RP11-69K20	3	30259016	30431097
1177	RP11-7I16	3	30687819	30688574
438	RP11-48E16	3	31618325	31795577
4056	RP11-524O15	3	32456244	32634346
109	RP11-56P22	3	34964701	35114641
308	RP11-380G10	3	35573648	35749639
2977	RP11-134C18	3	36545870	36728123
4293	RP11-134C18	3	36545870	36728123
3897	RP11-129K12	3	36850343	37019655
2707	RP11-491D6	3	37019656	37120026
1777	RP11-331G2	3	39120578	39295162
2806	RP11-66G8	3	39707884	39819972
1580	RP11-424L2	3	40970339	41139077
2105	RP11-424L2	3	40970339	41139077
1353	RP11-527M19	3	41155586	41338224
3569	RP4-613B23	3	42612700	42768474
3758	RP11-189H19	3	44550989	44721390
3876	RP11-189H19	3	44550989	44721390
2431	RP11-111P21	3	45421701	45481482
1504	RP11-91E8	3	46019970	46076904
1948	RP4-544D10	3	47279035	47368251
2741	RP11-88B8	3	47843589	47977253
2504	RP1-289H18	3	48063989	48192392
3424	RP11-24C3	3	48340540	48500066
242	RP11-3B7	3	49244063	49380901
108	RP11-78O10	3	49831481	49994419
89	RP11-89f17	3	51378126	51550039
4203	RP11-89F17	3	51378126	51550039
2727	RP11-314A5	3	51782897	51918113
2728	RP11-447A21	3	52547236	52733969
1030	RP5-966M1	3	52733970	52830756
630	RP11-122d19	3	53998322	54179382
2972	RP11-122D19	3	53998322	54179382
2397	RP11-554O1	3	54614516	54769870
2801	RP11-58O15	3	55600968	55788513
276	RP11-120C2	3	57331220	57414242
3694	RP11-229A12	3	57409667	57574166
120	RP11-80H18	3	58188436	58366445
1695	RP11-170K19	3	59740576	59915184
2786	RP11-94d19	3	60796123	60966367
4208	RP11-94D19	3	60796123	60966367
2487	RP11-154D3	3	62056033	62221881
1606	RP11-204J18	3	62229898	62386479
2079	RP11-204J18	3	62229898	62386479
1518	RP11-108A8	3	63294205	63435605
783	RP11-9A1	3	64237978	64397043
3960	RP11-24O17	3	66757024	66885780
2272	RP11-79C12	3	67875583	68014546
3640	RP11-253K11	3	68340898	68514184
3333	RP11-152N21	3	69286116	69409328
2432	RP11-118O11	3	70609793	70661064
3861	RP11-154H23	3	71491115	71684667
3532	RP11-522N9	3	72325441	72501659
1476	RP11-252O10	3	73332105	73480267
1802	RP11-20B7	3	73723057	73894162
260	RP11-11L10	3	74102255	74259393
4071	RP11-514J23	3	76178467	76346111
4229	RP11-220O14	3	77520696	77522703
1809	RP11-16M12	3	78263920	78433146
1785	RP11-333I20	3	78801012	78965294
3720	RP11-333I20	3	78801012	78965294
423	RP11-26H10	3	80001909	80165277
1367	RP11-510B7	3	80480010	80664077
4289	RP11-442C9	3	81517685	81608267
3706	RP11-425D6	3	81517691	81694484
3748	RP11-425D6	3	81517691	81694484
1528	RP11-206J21	3	82525954	82667632
2476	RP11-382L10	3	83680094	83790209
2721	RP11-474M18	3	84492001	84670033
3750	RP11-447J13	3	85958556	86136771
640	RP11-81P15	3	86912691	87091913
2773	RP11-81p15	3	86912691	87091913
4039	RP11-312H1	3	87437999	87598419
1511	RP11-88I7	3	94318088	94504886
788	RP11-12A13	3	94891656	95048935
796	RP11-12J13	3	95822706	95975326
3521	RP11-529P9	3	97322691	97513320
3685	RP11-214N20	3	98057005	98086685
2448	RP11-121C1	3	99289207	99344060
2443	RP11-114I8	3	100279167	100430843
3122	RP11-49I4	3	101792109	101942754
562	RP11-484I19	3	102001433	102176766
2094	RP11-484I19	3	102001433	102176766
1254	RP11-17H6	3	102941884	102972497
425	RP11-40M23	3	103979398	104146363
291	RP11-115B22	3	104613711	104769909
3664	RP11-91B3	3	105585537	105764965
2378	RP11-561O4	3	107071430	107263751
4204	RP11-93N14	3	108916523	109070872
1329	RP11-286P15	3	110374569	110489847
2462	RP11-402J7	3	111590162	111738059
778	RP11-572C15	3	112565117	112778830
3674	RP11-107J18	3	112778830	112782534
3639	RP11-239J2	3	113601894	113693495
3117	RP11-44J2	3	114337522	114496203
2277	RP11-58D2	3	115087225	115199350
4187	RP11-249J17	3	115848710	115909059
1884	RP11-324H4	3	116952325	117125019
3862	RP11-165B13	3	117882901	117956900
3855	RP11-169N13	3	119726944	119890036
3881	RP11-73F12	3	119890036	120003564
4156	RP11-767L7	3	119946743	120125053
1240	RP11-359H3	3	120451633	120646572
2182	RP11-480B17	3	121179397	121339704
4026	RP11-299J3	3	122285182	122430786
2122	RP11-457E6	3	122700216	122799080
791	RP11-9N20	3	123653897	123833072
3528	RP11-521J5	3	124037001	124232727
2279	RP11-71H17	3	124708941	124875011
1520	RP11-205A6	3	126232616	126281737
1868	RP11-321A2	3	126786158	126907088
645	RP11-59J16	3	127397927	127550512
2069	RP11-221E20	3	128792218	128856899
285	RP11-129J11	3	130257700	130414824
1352	RP11-517B11	3	131413474	131583115
3118	RP11-48F15	3	132621065	132757697
1508	RP11-91K8	3	133418581	133570226
3761	RP11-91K8	3	133418581	133570226
384	RP11-22E12	3	134642088	134811119
3676	RP11-91O5	3	135337614	135490874
1871	RP11-311K2	3	136546376	136547080
4263	RP11-311K2	3	136546376	136547080
4185	RP11-269A14	3	137030358	137215398
2421	RP11-2A4	3	137691591	137846611
2673	RP11-80p20	3	138347087	138494902
2084	RP11-349D24	3	139425195	139425949
3399	RP11-349D24	3	139425195	139425949
2039	RP11-89E16	3	140063828	140208926
2062	RP11-231L11	3	140972882	141126775
4234	RP11-235I18	3	141876883	142035981
80	RP11-160a13	3	142953281	143110793
3322	RP11-160A13	3	142953281	143110793
3866	RP11-165M11	3	143666716	143711040
2059	RP11-200O17	3	144683651	144812150
1507	RP11-88H10	3	145812934	145984346
368	RP11-21M4	3	146538769	146650957
16	RP11-500K7	3	148007701	148008215
2184	RP11-501O2	3	148112242	148312639
1227	RP11-345O2	3	148311400	148486448
4181	RP11-268J1	3	149139674	149306298
818	RP11-145F16	3	150307991	150478349
3632	RP11-251C9	3	150899795	151079291
2410	RP11-3F11	3	151799923	151970110
420	RP11-30J14	3	151944446	152114134
2798	RP11-64O13	3	151973481	152122255
1772	RP11-362A9	3	152301788	152497217
3717	RP11-362A9	3	152301788	152497217
1479	RP11-240G5	3	152570730	152714729
2073	RP11-223L18	3	153755272	153886413
827	RP11-117L15	3	155443583	155609573
4218	RP11-111F10	3	155914760	156085709
243	RP11-6F2	3	156977317	157122832
94	RP11-209h21	3	159525940	159702603
2064	RP11-209H21	3	159525940	159702603
3770	RP11-209H21	3	159525940	159702603
646	RP11-67F24	3	159944217	160120325
4235	RP11-203L15	3	160844168	160986294
2172	RP11-498P15	3	162331842	162447612
1593	RP11-81E19	3	164872120	165036585
2800	RP11-81E19	3	164872120	165036585
547	RP11-491K7	3	165762336	165879736
75	RP11-264d7	3	167475715	167487439
3645	RP11-264D7	3	167475715	167487439
317	RP11-395F21	3	168346021	168531673
3337	RP11-3K16	3	169533732	169731562
4164	RP11-816J6	3	169729465	169777065
1557	RP11-362K14	3	169777066	169900552
3940	RP11-362K14	3	169777066	169900552
